wavelength_nm,Re_eps_parallel_nominal_design,Im_eps_parallel_nominal_design,Re_eps_perpendicular_nominal_design,Im_eps_perpendicular_nominal_design,real_part_product_nominal_design,Re_eps_parallel_secondary_sensitivity,Im_eps_parallel_secondary_sensitivity,Re_eps_perpendicular_secondary_sensitivity,Im_eps_perpendicular_secondary_sensitivity,real_part_product_secondary_sensitivity
424.426117,-5.168985678137085,3.0149589484000003,6.131329474831561,0.3378432412310597,-31.692754243344115,-6.783846249595721,3.5981571753446726,7.458592038652557,0.5986746041475842,-50.597941628677646
426.010803,-5.223378193854751,3.0295690777800006,6.1249132883139525,0.33389252657800744,-31.9927385094303,-6.84862704751566,3.615593413370155,7.44831607249858,0.5912360511226775,-51.01073891255939
427.595459,-5.278163304992669,3.0443785994041668,6.1185179461946815,0.33000023076538487,-32.294536904543875,-6.913875707246683,3.633267613054929,7.438077642622997,0.5839136745115374,-51.42594432194582
429.180084,-5.333328472902084,3.05940535,6.112158470265245,0.3261690667534503,-32.598148800355276,-6.97957864413922,3.651201061371764,7.427895651462932,0.5767120605649844,-51.84358185984526
430.76474,-5.388868003388918,3.0746638851583334,6.105827078309569,0.3223988598707258,-32.90349617652808,-7.045728372800497,3.6694111294704834,7.417760215000485,0.569630495171893,-52.26352360945963
432.349426,-5.4447740057365,3.0901689766,6.099523705450178,0.3186902087074946,-33.2105281188087,-7.1123154761739915,3.6879154464379873,7.407671266523096,0.5626697068423421,-52.68569499130161
433.934082,-5.501034895340249,3.10593488922,6.093248584603659,0.31504388453440973,-33.51917308988731,-7.179326128788511,3.706731036497552,7.397629249551937,0.5558307530181948,-53.109992962398366
435.518738,-5.557640362908085,3.12196892557,6.087002420790607,0.3114600209824069,-33.8293703429051,-7.246748027175285,3.72586661476906,7.387635489679,0.5491136046217499,-53.53633291032141
437.103455,-5.614579829926085,3.1382893002500003,6.0807775844616225,0.30793875570684537,-34.141011175984886,-7.314567857346907,3.745343919191503,7.377680341684011,0.5425181172825895,-53.96454348906201
438.688141,-5.6718392064477525,3.1549000358500003,6.074590213886162,0.3044813755387342,-34.454098938223375,-7.382770182384203,3.7651677504641015,7.3677847842652575,0.5360464354720258,-54.39466181549757
440.272858,-5.7294013207219185,3.171819721166667,6.0684554030776034,0.30109014020716424,-34.768616401134885,-7.451335886838649,3.7853602931052035,7.3579678747541575,0.5297023226282926,-54.82669007936156
